Station name,Station number,Date,Radiation type,05-06 LST(W•h/m²),06-07 LST(W•h/m²),07-08 LST(W•h/m²),08-09 LST(W•h/m²),09-10 LST(W•h/m²),10-11 LST(W•h/m²),11-12 LST(W•h/m²),12-13 LST(W•h/m²),13-14 LST(W•h/m²),14-15 LST(W•h/m²),15-16 LST(W•h/m²),16-17 LST(W•h/m²),17-18 LST(W•h/m²),18-19 LST(W•h/m²)
??? ??? ?????,2524,11/08/2017,Global,219.36,982.55,1814.29,1736.6,2042.79,3802.24,4346.07,4272.95,3902.78,3290.4,2481.51,1498.96,493.56,22.85
??? ??? ?????,2524,12/08/2017,Global,205.65,991.69,2029.08,2952.22,3697.13,4195.26,4414.62,4336.93,3985.04,3349.81,2499.79,1489.82,520.98,22.85
??? ??? ?????,2524,13/08/2017,Global,191.94,950.56,1887.41,2001.66,3093.89,3756.54,4044.45,4181.55,3825.09,3185.29,2394.68,1457.83,516.41,22.85
??? ??? ?????,2524,14/08/2017,Global,132.53,891.15,1421.27,2431.24,3075.61,4049.02,4195.26,4204.4,3889.07,3253.84,2426.67,1425.84,475.28,18.28
??? ??? ?????,2524,15/08/2017,Global,114.25,923.14,1686.33,2810.55,3331.53,3966.76,4190.69,4254.67,3866.22,3240.13,2412.96,1448.69,443.29,18.28
??? ??? ?????,2524,16/08/2017,Global,201.08,639.8,1572.08,2604.9,3203.57,4154.13,4245.53,4208.97,3870.79,3244.7,2403.82,1434.98,488.99,18.28
??? ??? ?????,2524,17/08/2017,Global,127.96,872.87,1814.29,2673.45,3340.67,3715.41,4250.1,4122.14,3701.7,3043.62,2234.73,1320.73,457,13.71
??? ??? ?????,2524,18/08/2017,Global,169.09,950.56,1919.4,2161.61,3409.22,4113,4364.35,4282.09,3843.37,3185.29,2408.39,1453.26,484.42,13.71
??? ??? ?????,2524,19/08/2017,Global,196.51,950.56,1859.99,2760.28,3486.91,3971.33,4195.26,4108.43,3674.28,3029.91,2253.01,1339.01,443.29,13.71
??? ??? ?????,2524,20/08/2017,Global,141.67,795.18,1709.18,2618.61,3326.96,3811.38,4053.59,3975.9,3569.17,2933.94,2175.32,1279.6,420.44,18.28
??? ??? ?????,2524,21/08/2017,Global,141.67,827.17,1640.63,2207.31,3098.46,3884.5,4213.54,4131.28,3701.7,2965.93,2294.14,1357.29,447.86,13.71
??? ??? ?????,2524,22/08/2017,Global,100.54,863.73,1604.07,2321.56,3464.06,3774.82,3962.19,3491.48,4026.17,3253.84,2152.47,1000.83,447.86,9.14
??? ??? ?????,2524,23/08/2017,Global,132.53,941.42,1608.64,2033.65,3294.97,4094.72,4291.23,4222.68,3861.65,3240.13,2303.28,1348.15,393.02,9.14
??? ??? ?????,2524,24/08/2017,Global,137.1,886.58,1864.56,2193.6,2833.4,3304.11,4282.09,4003.32,3751.97,3148.73,2312.42,1325.3,393.02,9.14
??? ??? ?????,2524,25/08/2017,Global,123.39,790.61,1713.75,2129.62,2796.84,3861.65,4067.3,4021.6,3656,3025.34,2175.32,1238.47,374.74,9.14
??? ??? ?????,2524,26/08/2017,Global,109.68,685.5,1668.05,2440.38,3464.06,3980.47,4222.68,4167.84,3811.38,3176.15,2307.85,1256.75,315.33,4.57
??? ??? ?????,2524,27/08/2017,Global,127.96,854.59,1942.25,2431.24,3459.49,3943.91,4181.55,4149.56,3788.53,3153.3,2275.86,1279.6,351.89,4.57
??? ??? ?????,2524,28/08/2017,Global,137.1,790.61,1713.75,2440.38,3441.21,4003.32,4227.25,4135.85,3843.37,3226.42,2335.27,1320.73,365.6,4.57
??? ??? ?????,2524,29/08/2017,Global,86.83,589.53,1325.3,2179.89,3573.74,4053.59,4277.52,4250.1,3870.79,3240.13,2339.84,1329.87,356.46,4.57
??? ??? ?????,2524,30/08/2017,Global,123.39,740.34,1901.12,2586.62,3523.47,4039.88,4286.66,4218.11,3838.8,3176.15,2303.28,1302.45,342.75,0
??? ??? ?????,2524,31/08/2017,Global,77.69,498.13,1160.78,2540.92,3701.7,3815.95,3815.95,4190.69,3665.14,3135.02,2248.44,1265.89,315.33,0
??? ??? ?????,2524,01/09/2017,Global,105.11,818.03,1777.73,2476.94,2897.38,3980.47,4300.37,4090.15,3354.38,2152.47,1444.12,1083.09,219.36,0
??? ??? ?????,2524,02/09/2017,Global,95.97,795.18,1828,2307.85,3610.3,4039.88,4204.4,4067.3,3697.13,3034.48,2152.47,1197.34,278.77,0
??? ??? ?????,2524,03/09/2017,Global,86.83,722.06,1549.23,2476.94,3162.44,3815.95,4021.6,3898.21,3505.19,2833.4,1974.24,1019.11,219.36,0
??? ??? ?????,2524,04/09/2017,Global,73.12,694.64,1224.76,2061.07,2618.61,3934.77,4085.58,3980.47,3564.6,2929.37,2074.78,1110.51,191.94,0
??? ??? ?????,2524,05/09/2017,Global,86.83,744.91,1640.63,2513.5,3299.54,3834.23,4090.15,3994.18,3582.88,2933.94,2070.21,1083.09,233.07,0
??? ??? ?????,2524,06/09/2017,Global,73.12,658.08,1572.08,2239.3,3304.11,3985.04,4222.68,4167.84,3751.97,3066.47,2179.89,1169.92,237.64,0
??? ??? ?????,2524,07/09/2017,Global,77.69,776.9,1800.58,2723.72,3390.94,3994.18,4204.4,4117.57,3747.4,3084.75,2198.17,1174.49,223.93,0
??? ??? ?????,2524,08/09/2017,Global,68.55,767.76,1745.74,2664.31,3400.08,3879.93,4085.58,3953.05,3528.04,2842.54,1960.53,1000.83,187.37,0
??? ??? ?????,2524,09/09/2017,Global,59.41,557.54,1307.02,1951.39,2828.83,3267.55,4035.31,3838.8,2792.27,2773.99,1873.7,936.85,169.09,0
??? ??? ?????,2524,10/09/2017,Global,68.55,648.94,1722.89,2618.61,3226.42,3774.82,4017.03,3916.49,3505.19,2847.11,1969.67,1000.83,178.23,0
??? ??? ?????,2524,11/09/2017,Global,63.98,717.49,1668.05,2586.62,3285.83,3765.68,3994.18,3916.49,3518.9,2860.82,1960.53,987.12,173.66,0
??? ??? ?????,2524,12/09/2017,Global,54.84,754.05,1672.62,2627.75,3368.09,3852.51,4122.14,4012.46,3601.16,2897.38,2001.66,1005.4,155.38,0
??? ??? ?????,2524,13/09/2017,Global,59.41,566.68,1133.36,2508.93,3221.85,3710.84,3953.05,3847.94,3450.35,2764.85,1887.41,904.86,137.1,0
??? ??? ?????,2524,14/09/2017,Global,59.41,598.67,1389.28,1983.38,3061.9,3281.26,3770.25,3646.86,2943.08,2422.1,1741.17,735.77,114.25,0
??? ??? ?????,2524,15/09/2017,Global,9.14,127.96,457,758.62,1389.28,1846.28,3336.1,3633.15,3432.07,2710.01,1663.48,854.59,95.97,0
??? ??? ?????,2524,16/09/2017,Global,59.41,644.37,1622.35,2316.99,2847.11,3354.38,3838.8,3651.43,3226.42,2646.03,1873.7,904.86,105.11,0
??? ??? ?????,2524,17/09/2017,Global,54.84,735.77,1366.43,1987.95,2929.37,3733.69,3930.2,3806.81,3368.09,2682.59,1786.87,813.46,91.4,0
??? ??? ?????,2524,18/09/2017,Global,54.84,694.64,1608.64,2481.51,3075.61,3706.27,3893.64,3751.97,3326.96,2650.6,1759.45,795.18,91.4,0
??? ??? ?????,2524,19/09/2017,Global,50.27,616.95,1535.52,2472.37,3180.72,3624.01,3852.51,3724.55,3262.98,2536.35,1626.92,653.51,73.12,0
??? ??? ?????,2524,20/09/2017,Global,59.41,342.75,941.42,2198.17,1700.04,2828.83,3788.53,3614.87,3349.81,2655.17,1754.88,763.19,77.69,0
??? ??? ?????,2524,21/09/2017,Global,50.27,594.1,1489.82,2380.97,3080.18,3528.04,3701.7,3473.2,3048.19,2486.08,1613.21,735.77,68.55,0
??? ??? ?????,2524,22/09/2017,Global,50.27,589.53,1233.9,1732.03,1796.01,2609.47,3089.32,2965.93,3345.24,2129.62,1517.24,589.53,63.98,0
??? ??? ?????,2524,23/09/2017,Global,45.7,594.1,1498.96,2303.28,3262.98,3715.41,3797.67,3669.71,3235.56,2563.77,1695.47,735.77,63.98,0
??? ??? ?????,2524,24/09/2017,Global,31.99,498.13,1252.18,2125.05,2965.93,3592.02,4012.46,3582.88,3262.98,2627.75,1576.65,722.06,54.84,0
??? ??? ?????,2524,25/09/2017,Global,41.13,607.81,1567.51,2093.06,3080.18,3354.38,3669.71,3633.15,3185.29,2490.65,1585.79,520.98,50.27,0
??? ??? ?????,2524,26/09/2017,Global,31.99,543.83,1261.32,1713.75,2476.94,3002.49,3610.3,3390.94,3262.98,2508.93,1439.55,530.12,50.27,0
??? ??? ?????,2524,27/09/2017,Global,31.99,612.38,1581.22,2504.36,2975.07,3560.03,3921.06,3555.46,3226.42,2595.76,1700.04,699.21,31.99,0
??? ??? ?????,2524,28/09/2017,Global,27.42,648.94,1599.5,2454.09,2842.54,3226.42,3825.09,3710.84,3308.68,2609.47,1690.9,708.35,31.99,0
??? ??? ?????,2524,29/09/2017,Global,27.42,639.8,1549.23,2175.32,2673.45,3541.75,3802.24,3678.85,3039.05,1942.25,1512.67,420.44,36.56,0
??? ??? ?????,2524,30/09/2017,Global,36.56,429.58,1430.41,1809.72,2344.41,3592.02,3249.27,3692.56,3167.01,2550.06,1631.49,644.37,27.42,0
??? ??? ?????,2524,01/10/2017,Global,31.99,594.1,1553.8,2463.23,3125.88,3624.01,3747.4,3610.3,3144.16,2399.25,1512.67,562.11,27.42,0
??? ??? ?????,2524,02/10/2017,Global,31.99,539.26,1434.98,2280.43,2947.65,3427.5,3587.45,3477.77,3084.75,2358.12,1476.11,525.55,18.28,0
??? ??? ?????,2524,03/10/2017,Global,27.42,498.13,1480.68,1485.25,2961.36,3592.02,3756.54,3624.01,3167.01,2440.38,1535.52,525.55,18.28,0
??? ??? ?????,2524,04/10/2017,Global,22.85,621.52,1512.67,1777.73,2275.86,2943.08,3738.26,3587.45,3139.59,2431.24,1530.95,557.54,13.71,0
??? ??? ?????,2524,05/10/2017,Global,22.85,552.97,1498.96,2243.87,2632.32,3614.87,3729.12,3569.17,3039.05,2454.09,1307.02,470.71,9.14,0
??? ??? ?????,2524,06/10/2017,Global,22.85,552.97,1453.26,2390.11,2499.79,3669.71,3697.13,3486.91,3039.05,2330.7,1444.12,516.41,13.71,0
??? ??? ?????,2524,07/10/2017,Global,27.42,525.55,1430.41,2285,2952.22,3381.8,3546.32,3400.08,2965.93,2248.44,1366.43,452.43,13.71,0
??? ??? ?????,2524,08/10/2017,Global,18.28,452.43,1320.73,2143.33,2486.08,2732.86,3226.42,2143.33,2061.07,1828,1037.39,324.47,22.85,0
??? ??? ?????,2524,09/10/2017,Global,18.28,388.45,1243.04,479.85,475.28,1046.53,1023.68,1914.83,1887.41,1384.71,1233.9,306.19,4.57,0
??? ??? ?????,2524,10/10/2017,Global,18.28,242.21,1421.27,1919.4,2294.14,3071.04,3605.73,3573.74,2796.84,2362.69,1439.55,447.86,4.57,0
??? ??? ?????,2524,11/10/2017,Global,22.85,452.43,790.61,1626.92,2742,2874.53,3953.05,3244.7,3020.77,2303.28,1366.43,429.58,9.14,0
??? ??? ?????,2524,12/10/2017,Global,13.71,543.83,1434.98,2312.42,2869.96,3112.17,3509.76,3432.07,2961.36,2225.59,1316.16,411.3,4.57,0
??? ??? ?????,2524,13/10/2017,Global,18.28,520.98,1457.83,2316.99,2106.77,3496.05,3674.28,3459.49,2975.07,2248.44,1329.87,393.02,4.57,0
??? ??? ?????,2524,14/10/2017,Global,13.71,155.38,740.34,2179.89,2764.85,3162.44,3605.73,3436.64,2952.22,2193.6,1297.88,393.02,4.57,0
??? ??? ?????,2524,15/10/2017,Global,13.71,425.01,1380.14,2257.58,2956.79,3409.22,3555.46,3390.94,2901.95,2179.89,1302.45,379.31,4.57,0
??? ??? ?????,2524,16/10/2017,Global,13.71,219.36,1320.73,2239.3,2856.25,2394.68,1887.41,1622.35,2668.88,2115.91,1252.18,342.75,0,0
??? ??? ?????,2524,17/10/2017,Global,9.14,388.45,1229.33,2083.92,2719.15,3107.6,3267.55,3112.17,2668.88,2001.66,1151.64,306.19,0,0
??? ??? ?????,2524,18/10/2017,Global,9.14,406.73,1284.17,2134.19,2764.85,3148.73,3294.97,3116.74,2641.46,1942.25,1078.52,265.06,0,0
??? ??? ?????,2524,19/10/2017,Global,9.14,351.89,1169.92,2001.66,2700.87,3093.89,3167.01,3025.34,2577.48,1869.13,1019.11,242.21,0,0
??? ??? ?????,2524,20/10/2017,Global,4.57,315.33,996.26,1869.13,1855.42,2125.05,3249.27,2961.36,2527.21,1896.55,1028.25,210.22,0,0
??? ??? ?????,2524,21/10/2017,Global,9.14,292.48,968.84,1649.77,1910.26,2627.75,3473.2,2723.72,2618.61,1910.26,1037.39,237.64,0,0
??? ??? ?????,2524,22/10/2017,Global,4.57,329.04,1133.36,1197.34,1695.47,2815.12,3404.65,3157.87,2563.77,1974.24,1087.66,260.49,0,0
??? ??? ?????,2524,23/10/2017,Global,4.57,411.3,1270.46,2120.48,2751.14,2828.83,3162.44,3052.76,2563.77,1855.42,1005.4,233.07,0,0
??? ??? ?????,2524,24/10/2017,Global,9.14,374.74,1224.76,1837.14,2079.35,2248.44,2787.7,3130.45,2659.74,1937.68,1064.81,233.07,0,0
??? ??? ?????,2524,25/10/2017,Global,4.57,306.19,1124.22,1987.95,2668.88,3071.04,3176.15,3116.74,2696.3,1987.95,1083.09,242.21,0,0
??? ??? ?????,2524,26/10/2017,Global,4.57,370.17,1224.76,2083.92,2755.71,3167.01,3331.53,3135.02,2632.32,1910.26,1032.82,210.22,0,0
??? ??? ?????,2524,27/10/2017,Global,4.57,310.76,1115.08,1951.39,2627.75,3061.9,3212.71,3084.75,2618.61,1901.12,1009.97,191.94,0,0
??? ??? ?????,2524,28/10/2017,Global,0,105.11,356.46,1284.17,1832.57,1645.2,2239.3,2093.06,1508.1,1786.87,1060.24,201.08,0,0
??? ??? ?????,2524,29/10/2017,Global,4.57,301.62,1105.94,1946.82,2636.89,3039.05,3130.45,3025.34,2582.05,1869.13,991.69,187.37,0,0
??? ??? ?????,2524,30/10/2017,Global,0,228.5,1115.08,667.22,1014.54,1727.46,1599.5,1677.19,1681.76,1092.23,955.13,164.52,0,0
??? ??? ?????,2524,31/10/2017,Global,4.57,191.94,1087.66,1942.25,2390.11,2367.26,2234.73,671.79,1690.9,1412.13,543.83,127.96,0,0
??? ??? ?????,2524,01/11/2017,Global,0,260.49,1110.51,1928.54,2723.72,2568.34,3226.42,3039.05,2614.04,1859.99,918.57,150.81,0,0
??? ??? ?????,2524,02/11/2017,Global,0,169.09,699.21,1768.59,1923.97,1997.09,2723.72,3011.63,2499.79,1818.86,950.56,150.81,0,0
??? ??? ?????,2524,03/11/2017,Global,0,269.63,1110.51,1942.25,2572.91,3039.05,3121.31,2938.51,2481.51,1777.73,918.57,132.53,0,0
??? ??? ?????,2524,04/11/2017,Global,0,301.62,1073.95,1896.55,2572.91,3002.49,3002.49,2933.94,2440.38,1732.03,891.15,118.82,0,0
??? ??? ?????,2524,05/11/2017,Global,0,228.5,982.55,1786.87,2033.65,2275.86,2294.14,2842.54,2385.54,1686.33,872.87,123.39,0,0
??? ??? ?????,2524,06/11/2017,Global,0,255.92,968.84,987.12,1759.45,2157.04,2604.9,2874.53,2417.53,1704.61,776.9,100.54,0,0
??? ??? ?????,2524,07/11/2017,Global,0,233.07,1019.11,1809.72,2394.68,2764.85,2572.91,2815.12,2321.56,1654.34,781.47,141.67,0,0
??? ??? ?????,2524,08/11/2017,Global,0,159.95,840.88,1626.92,2253.01,1585.79,872.87,1855.42,2253.01,1444.12,703.78,95.97,0,0
??? ??? ?????,2524,09/11/2017,Global,0,255.92,539.26,1576.65,1695.47,1649.77,2093.06,2847.11,2408.39,1709.18,850.02,105.11,0,0
??? ??? ?????,2524,10/11/2017,Global,0,246.78,973.41,1782.3,2440.38,2842.54,3007.06,2860.82,2390.11,1690.9,827.17,100.54,0,0
??? ??? ?????,2524,11/11/2017,Global,0,187.37,955.13,1745.74,2248.44,2783.13,3048.19,2851.68,2399.25,1700.04,822.6,105.11,0,0
??? ??? ?????,2524,12/11/2017,Global,0,210.22,886.58,1700.04,2335.27,2755.71,2463.23,2294.14,1526.38,1032.82,484.42,63.98,0,0
??? ??? ?????,2524,13/11/2017,Global,0,205.65,749.48,1101.37,2143.33,1645.2,1325.3,1960.53,1910.26,1096.8,671.79,91.4,0,0
??? ??? ?????,2524,14/11/2017,Global,0,137.1,658.08,1279.6,2111.34,2627.75,2737.43,2568.34,2211.88,1572.08,662.65,45.7,0,0
??? ??? ?????,2524,15/11/2017,Global,0,150.81,868.3,1704.61,2367.26,2801.41,2883.67,2742,2266.72,1567.51,735.77,86.83,0,0
??? ??? ?????,2524,16/11/2017,Global,0,137.1,653.51,1590.36,2271.29,2678.02,2824.26,2614.04,2170.75,1526.38,685.5,73.12,0,0
??? ??? ?????,2524,17/11/2017,Global,0,114.25,676.36,1626.92,2330.7,2700.87,2783.13,2614.04,2147.9,1494.39,690.07,73.12,0,0
??? ??? ?????,2524,18/11/2017,Global,0,114.25,703.78,1284.17,2065.64,2061.07,1553.8,1489.82,1348.15,973.41,457,59.41,0,0
??? ??? ?????,2524,19/11/2017,Global,0,82.26,676.36,1393.85,2184.46,1174.49,2431.24,2408.39,1700.04,1215.62,525.55,41.13,0,0
??? ??? ?????,2524,20/11/2017,Global,0,127.96,804.32,1576.65,2074.78,2006.23,2467.8,2705.44,2161.61,1530.95,534.69,68.55,0,0
??? ??? ?????,2524,21/11/2017,Global,0,36.56,361.03,429.58,488.99,324.47,324.47,850.02,758.62,722.06,274.2,59.41,0,0
??? ??? ?????,2524,22/11/2017,Global,0,36.56,265.06,1183.63,1942.25,1859.99,2362.69,2102.2,1416.7,1402.99,406.73,36.56,0,0
??? ??? ?????,2524,23/11/2017,Global,0,118.82,297.05,1668.05,2161.61,2655.17,1329.87,712.92,470.71,1055.67,603.24,59.41,0,0
??? ??? ?????,2524,24/11/2017,Global,0,77.69,557.54,996.26,502.7,1046.53,2458.66,2719.15,1736.6,1658.91,370.17,27.42,0,0
??? ??? ?????,2524,25/11/2017,Global,0,100.54,571.25,1421.27,1243.04,1745.74,1402.99,1873.7,1558.37,1096.8,653.51,59.41,0,0
??? ??? ?????,2524,26/11/2017,Global,0,86.83,694.64,1494.39,2152.47,2545.49,2691.73,2330.7,2129.62,1508.1,676.36,73.12,0,0
??? ??? ?????,2524,27/11/2017,Global,0,63.98,676.36,1206.48,2147.9,1768.59,2737.43,2010.8,1384.71,466.14,388.45,68.55,0,0
??? ??? ?????,2524,28/11/2017,Global,0,77.69,621.52,1439.55,2042.79,2513.5,2600.33,2399.25,2065.64,1412.13,621.52,50.27,0,0
??? ??? ?????,2524,29/11/2017,Global,0,68.55,667.22,1220.19,680.93,1800.58,2773.99,2230.16,1645.2,1439.55,406.73,63.98,0,0
??? ??? ?????,2524,30/11/2017,Global,0,54.84,498.13,1558.37,2193.6,2074.78,2266.72,2508.93,2125.05,1430.41,607.81,50.27,0,0
??? ??? ?????,2524,01/12/2017,Global,0,73.12,607.81,1462.4,2157.04,2554.63,2641.46,2486.08,2070.21,1402.99,616.95,50.27,0,0
??? ??? ?????,2524,02/12/2017,Global,0,63.98,644.37,1448.69,2120.48,2559.2,2710.01,2550.06,2083.92,1425.84,626.09,50.27,0,0
??? ??? ?????,2524,03/12/2017,Global,0,73.12,699.21,1498.96,2152.47,2572.91,2673.45,2554.63,2170.75,1503.53,667.22,50.27,0,0
??? ??? ?????,2524,04/12/2017,Global,0,73.12,648.94,1540.09,2193.6,2614.04,2751.14,2650.6,2216.45,1512.67,676.36,50.27,0,0
??? ??? ?????,2524,05/12/2017,Global,0,50.27,429.58,818.03,1498.96,2275.86,2257.58,1576.65,1622.35,658.08,393.02,31.99,0,0
??? ??? ?????,2524,06/12/2017,Global,0,9.14,91.4,201.08,402.16,374.74,393.02,1713.75,1005.4,1028.25,548.4,50.27,0,0
??? ??? ?????,2524,07/12/2017,Global,0,73.12,319.9,996.26,2166.18,2211.88,1809.72,2051.93,1718.32,1613.21,662.65,54.84,0,0
??? ??? ?????,2524,08/12/2017,Global,0,63.98,507.27,1434.98,2102.2,2545.49,2476.94,1965.1,2138.76,1489.82,699.21,36.56,0,0
??? ??? ?????,2524,09/12/2017,Global,0,50.27,566.68,1494.39,2102.2,2582.05,2737.43,2595.76,2193.6,1503.53,539.26,36.56,0,0
??? ??? ?????,2524,10/12/2017,Global,0,41.13,584.96,1352.72,1942.25,2221.02,2033.65,1759.45,1457.83,1311.59,575.82,45.7,0,0
??? ??? ?????,2524,11/12/2017,Global,0,50.27,338.18,1243.04,1389.28,2348.98,2773.99,2550.06,1974.24,1215.62,461.57,59.41,0,0
??? ??? ?????,2524,12/12/2017,Global,0,59.41,575.82,1265.89,2042.79,2545.49,2641.46,1800.58,1361.86,1078.52,365.6,31.99,0,0
??? ??? ?????,2524,13/12/2017,Global,0,9.14,223.93,607.81,1453.26,2056.5,1402.99,831.74,717.49,717.49,297.05,27.42,0,0
??? ??? ?????,2524,14/12/2017,Global,0,22.85,347.32,1288.74,1951.39,2476.94,1581.22,2513.5,1878.27,1316.16,598.67,31.99,0,0
??? ??? ?????,2524,15/12/2017,Global,0,22.85,516.41,1293.31,1965.1,2038.22,1398.42,2463.23,2111.34,1448.69,680.93,54.84,0,0
??? ??? ?????,2524,16/12/2017,Global,0,31.99,406.73,1288.74,1960.53,2408.39,2572.91,2390.11,1992.52,1380.14,644.37,59.41,0,0
??? ??? ?????,2524,17/12/2017,Global,0,27.42,502.7,1087.66,1901.12,2353.55,2476.94,2422.1,1951.39,1297.88,488.99,63.98,0,0
??? ??? ?????,2524,18/12/2017,Global,0,9.14,205.65,543.83,1092.23,854.59,1480.68,2097.63,1700.04,621.52,502.7,22.85,0,0
??? ??? ?????,2524,19/12/2017,Global,0,13.71,155.38,566.68,1311.59,1878.27,1567.51,1220.19,1416.7,740.34,315.33,27.42,0,0
??? ??? ?????,2524,20/12/2017,Global,0,18.28,351.89,685.5,1051.1,1247.61,1211.05,1051.1,822.6,603.24,287.91,36.56,0,0
??? ??? ?????,2524,21/12/2017,Global,0,9.14,233.07,877.44,1530.95,1014.54,932.28,968.84,799.75,557.54,338.18,45.7,0,0
??? ??? ?????,2524,22/12/2017,Global,0,13.71,260.49,680.93,1087.66,1229.33,1773.16,1366.43,1137.93,534.69,379.31,41.13,0,0
??? ??? ?????,2524,23/12/2017,Global,0,13.71,251.35,438.72,859.16,895.72,1256.75,1412.13,1233.9,795.18,406.73,50.27,0,0
??? ??? ?????,2524,24/12/2017,Global,0,9.14,150.81,749.48,1517.24,936.85,1247.61,1037.39,146.24,434.15,274.2,9.14,0,0
??? ??? ?????,2524,25/12/2017,Global,0,9.14,283.34,639.8,900.29,1622.35,2527.21,2161.61,1869.13,1814.29,685.5,105.11,0,0
??? ??? ?????,2524,26/12/2017,Global,0,9.14,676.36,1352.72,2019.94,2490.65,2673.45,2582.05,2202.74,1599.5,813.46,77.69,0,0
??? ??? ?????,2524,27/12/2017,Global,0,9.14,342.75,1192.77,1983.38,2508.93,2586.62,1640.63,1466.97,671.79,429.58,59.41,0,0
??? ??? ?????,2524,28/12/2017,Global,0,18.28,315.33,900.29,1453.26,1220.19,1540.09,1284.17,982.55,680.93,269.63,31.99,0,0
??? ??? ?????,2524,29/12/2017,Global,0,0,63.98,260.49,598.67,859.16,854.59,850.02,1416.7,1115.08,479.85,68.55,0,0
??? ??? ?????,2524,30/12/2017,Global,0,9.14,333.61,420.44,1037.39,1713.75,1832.57,1572.08,1828,1521.81,763.19,105.11,0,0
??? ??? ?????,2524,31/12/2017,Global,0,13.71,269.63,676.36,1608.64,1553.8,2536.35,2508.93,2202.74,1188.2,799.75,73.12,0,0
